user_id,first_name,last_name,email,country,signup_date
237ade5e-8ff0-4acb-8abe-e9daf93f3c0f,Alex,Brown,user_271@example.com,Canada,2024-01-08
32fd4e4d-aa00-4062-86ac-3342a4e122ca,Taylor,Garcia,user_272@example.com,France,2023-07-05
40190171-7fd2-4059-a9ad-512e22f569a4,Morgan,Dupont,user_273@example.com,Germany,2024-01-04
f415bd55-45f9-463a-8439-db805b0605b7,Jordan,Muller,user_274@example.com,UK,2024-01-24
de559001-73dc-4d24-bdf7-617f51b81017,Taylor,Muller,user_275@example.com,Germany,2023-10-08
7713e179-cf81-47ba-a7c3-e8210bdc54d2,Riley,Muller,user_276@example.com,Spain,2023-01-19
a5053537-11c0-4c1c-a896-75e1ebca34dc,Taylor,Jones,user_277@example.com,UK,2023-11-01
b2620dc5-4baf-47c6-91cc-2914a24473dc,Morgan,Muller,user_278@example.com,Spain,2023-04-02
eb63138f-77c2-4d76-9a7e-60149f0b3549,Taylor,Smith,user_279@example.com,Canada,2023-03-14
786276ae-cad3-485c-983d-b5bfa7407d38,Casey,Brown,user_280@example.com,France,2023-09-06
b3e22511-3820-4021-af6a-3ff814aee762,Alex,Smith,user_281@example.com,Canada,2023-06-27
0bf111b5-cf97-4d15-8b3f-5624dd3ca217,Riley,Brown,user_282@example.com,UK,2023-07-24
a6091e0d-5ec2-4c47-967b-df6d2417bc38,Jordan,Muller,user_283@example.com,France,2023-11-03
ed27fb14-ce0c-4013-9807-8b3b442546cc,Alex,Smith,user_284@example.com,Spain,2023-04-01
5f568b10-6cad-4d18-98e8-91bf7cf33ade,Riley,Jones,user_285@example.com,Canada,2023-12-04
d2a2a5d4-32cc-4919-8880-72c8481ef21e,Morgan,Jones,user_286@example.com,Spain,2024-02-05
6af58644-644b-4b44-a1ae-0d004cad057d,Jordan,Smith,user_287@example.com,France,2023-11-29
8ae93705-3a5b-4396-afe7-b54b3c020260,Morgan,Smith,user_288@example.com,Canada,2024-01-02
edc2958d-2bf4-4d44-a3be-a68116b56252,Jordan,Dupont,user_289@example.com,USA,2023-05-06
c73e1a09-d0cb-4580-a4c4-00dc552324fe,Jordan,Muller,user_290@example.com,Canada,2023-06-20
d6d701cb-5e3d-4e3a-8a29-43ed37f02e06,Casey,Smith,user_291@example.com,France,2023-06-23
13c9c6b0-3458-45a3-b47f-8cf79a9553f0,Morgan,Jones,user_292@example.com,France,2023-06-06
df2c8ad4-ffae-426d-8f2f-f534bf15c20a,Riley,Dupont,user_293@example.com,Spain,2023-05-08
5ab0ec12-d01b-42d3-a5c3-5cd939aa4e37,Morgan,Garcia,user_294@example.com,UK,2023-03-01
6219dc76-b9f7-4dfa-8647-3c436532d9fc,Riley,Muller,user_295@example.com,Canada,2024-01-29
202ade12-00a2-4210-9263-7e577443137d,Morgan,Muller,user_296@example.com,Spain,2024-01-14
c7388f76-2f01-46b0-a597-c66dfc4167fc,Jordan,Garcia,user_297@example.com,Germany,2023-08-12
cd4cbb64-0bef-46e2-9457-d48c14c94bf3,Casey,Muller,user_298@example.com,Germany,2023-04-30
69c6b2d6-2702-4e34-b7cb-4775e4369a3f,Taylor,Dupont,user_299@example.com,UK,2023-11-14
